visit_start_time,visit_end_time,visit_id,visitor_id,logged_in,country
27/11/2020 15:59:24,27/11/2020 15:59:24,-638037938,-587727247,false,deu
27/11/2020 15:40:01,27/11/2020 15:40:04,-745653177,-1326064771,false,deu
27/11/2020 16:39:53,27/11/2020 16:40:00,1968459653,768765377,true,deu
27/11/2020 18:18:29,27/11/2020 18:18:29,-1522613467,1802884232,false,deu
27/11/2020 10:04:29,27/11/2020 10:04:29,-909797257,2087745485,false,deu
27/11/2020 22:26:38,27/11/2020 22:26:38,-1020726052,11575216,false,esp
27/11/2020 08:57:23,27/11/2020 09:01:46,-825556981,-1406692329,false,deu
27/11/2020 01:18:40,27/11/2020 01:22:22,704780316,-615721472,false,deu
27/11/2020 20:13:24,27/11/2020 20:14:27,798602501,1208382101,false,deu
27/11/2020 08:23:22,27/11/2020 08:24:49,-1397908926,-1400225834,false,deu
27/11/2020 19:08:29,27/11/2020 19:08:29,-961082837,597160662,false,esp
27/11/2020 22:30:42,27/11/2020 22:32:44,-1578068751,-188984520,false,deu
27/11/2020 08:30:24,27/11/2020 10:10:15,-2095916465,-1299438160,false,deu
27/11/2020 14:59:38,27/11/2020 15:16:45,-773723578,-985370823,false,deu
27/11/2020 13:43:19,27/11/2020 14:06:45,1163693409,599879079,false,deu
27/11/2020 19:44:19,27/11/2020 19:50:16,-1316880626,-1196404233,false,deu
27/11/2020 20:35:20,27/11/2020 20:35:21,964633452,251636826,false,deu
27/11/2020 14:45:54,27/11/2020 14:49:11,-890364151,-2069717870,false,deu
27/11/2020 21:57:16,27/11/2020 21:57:16,1640147232,-1593949128,false,gbr
27/11/2020 09:37:01,27/11/2020 09:43:16,-1397803505,235481448,false,deu
27/11/2020 13:36:00,27/11/2020 13:37:19,1458823766,1772837386,false,usa
27/11/2020 16:23:50,27/11/2020 16:26:01,795563316,1702860397,false,deu
27/11/2020 20:31:50,27/11/2020 20:31:50,1379493056,467122312,false,deu
27/11/2020 14:52:45,27/11/2020 14:55:45,2051902681,-561175555,false,deu
27/11/2020 21:42:28,27/11/2020 21:42:31,294821691,-1408086216,false,deu
27/11/2020 23:27:47,27/11/2020 23:27:47,-1090016911,-1267157738,false,deu
27/11/2020 16:21:19,27/11/2020 16:27:37,-896897750,1941470441,false,deu
27/11/2020 12:02:23,27/11/2020 12:03:29,1967047256,-762362537,false,gbr
27/11/2020 09:56:31,27/11/2020 09:56:31,1494942870,910994589,false,deu
27/11/2020 15:29:00,27/11/2020 16:26:18,761851684,-393753807,false,deu
27/11/2020 17:34:11,27/11/2020 18:16:16,-1221471586,-41826893,false,deu
27/11/2020 08:43:01,27/11/2020 08:43:01,-2039919492,1818843502,false,deu
27/11/2020 23:09:41,27/11/2020 23:17:00,2046937643,460242338,false,deu
27/11/2020 18:14:15,27/11/2020 18:14:16,-2102954995,841197619,false,deu
27/11/2020 15:52:32,27/11/2020 15:53:58,642945629,1861014555,false,deu
27/11/2020 17:55:53,27/11/2020 18:20:42,-898588932,-1573167831,false,deu
27/11/2020 17:50:18,27/11/2020 17:50:18,1106735255,303878188,false,deu
27/11/2020 21:34:55,27/11/2020 21:34:55,49930575,1891549328,false,deu
27/11/2020 17:30:55,27/11/2020 17:43:25,-123279032,-1441852705,false,deu
27/11/2020 14:14:28,27/11/2020 14:15:50,-1217376171,-1912659636,false,deu
27/11/2020 09:31:28,27/11/2020 09:33:53,-1639845555,-835889820,false,deu
27/11/2020 18:06:26,27/11/2020 18:06:37,2069761029,-2115742397,true,deu
27/11/2020 13:09:11,27/11/2020 13:16:55,-1248867558,1594033825,false,gbr
27/11/2020 20:29:00,27/11/2020 20:29:24,944394610,-1902207745,true,deu
27/11/2020 16:13:58,27/11/2020 16:14:50,1508435073,-346312751,false,gbr
27/11/2020 08:13:13,27/11/2020 08:13:13,-1833264271,-1887266129,false,deu
27/11/2020 19:33:31,27/11/2020 19:34:25,543040646,-592826623,false,gbr
27/11/2020 08:21:54,27/11/2020 08:21:54,-1211899844,36076471,false,nld
27/11/2020 14:59:27,27/11/2020 15:01:33,1146086038,1819661080,false,deu
27/11/2020 22:19:51,27/11/2020 23:28:08,1078180054,594097173,false,deu
27/11/2020 16:29:20,27/11/2020 16:29:20,207601084,-1225286325,false,ita
27/11/2020 14:05:22,27/11/2020 14:08:50,1205822088,-1022515242,false,deu
27/11/2020 13:11:38,27/11/2020 13:13:11,1755495065,-555110175,false,ita
27/11/2020 11:25:19,27/11/2020 11:26:57,-99173753,1179709676,false,deu
27/11/2020 13:59:07,27/11/2020 13:59:07,162961267,-2100281622,false,deu
27/11/2020 17:12:36,27/11/2020 17:12:36,-252266025,2103578158,false,che
27/11/2020 19:11:46,27/11/2020 19:11:46,548192327,-753654565,false,deu
27/11/2020 18:57:41,27/11/2020 18:58:09,1440656977,85675238,true,deu
27/11/2020 18:22:29,27/11/2020 18:22:29,802449466,616256755,true,deu
27/11/2020 10:07:57,27/11/2020 10:08:40,-1988032003,-1332279675,false,deu
27/11/2020 17:50:16,27/11/2020 17:50:16,1580226084,167232166,false,deu
27/11/2020 23:17:24,27/11/2020 23:17:25,-1578848097,-633094125,false,hun
27/11/2020 12:02:28,27/11/2020 12:03:38,-630300599,-1382591115,false,deu
27/11/2020 17:33:31,27/11/2020 17:53:43,679391293,1117838173,true,deu
27/11/2020 15:38:48,27/11/2020 15:43:18,-2015570708,922599062,false,esp
