visit_start_time,visit_end_time,visit_id,visitor_id,logged_in,country
27/11/2020 22:46:53,27/11/2020 22:48:13,-327254293,-113583079,false,aut
27/11/2020 09:31:26,27/11/2020 09:31:26,-929725052,-314719443,false,esp
27/11/2020 09:47:02,27/11/2020 09:47:02,-611298085,136633228,false,deu
27/11/2020 14:56:29,27/11/2020 14:57:52,1956573218,1527257299,true,gbr
27/11/2020 16:31:03,27/11/2020 16:31:03,-1763558738,-1388904117,false,deu
27/11/2020 00:06:17,27/11/2020 00:07:01,116047409,1599198741,false,deu
27/11/2020 20:06:58,27/11/2020 20:12:30,392368476,1852465272,false,deu
27/11/2020 07:45:11,27/11/2020 07:46:22,-1970320813,-455205851,false,deu
27/11/2020 08:16:02,27/11/2020 08:16:42,-125056920,2058721315,false,ita
27/11/2020 21:49:21,27/11/2020 21:50:57,-1892938865,-1464783098,false,deu
27/11/2020 20:33:42,27/11/2020 20:35:48,1750890864,-1536808925,false,deu
27/11/2020 15:39:24,27/11/2020 15:39:24,157061538,1137056204,false,deu
27/11/2020 10:56:42,27/11/2020 10:57:00,-1885164874,1193066637,true,deu
27/11/2020 02:05:40,27/11/2020 02:05:50,170792109,758246760,false,deu
27/11/2020 22:24:17,27/11/2020 22:28:22,-1026466324,131190196,false,deu
27/11/2020 22:56:24,27/11/2020 22:58:17,410045509,-1634522878,false,ita
27/11/2020 13:54:03,27/11/2020 13:56:58,791033889,74433583,false,deu
27/11/2020 13:38:02,27/11/2020 13:38:02,1776187271,-1651944939,false,deu
27/11/2020 00:26:12,27/11/2020 00:26:48,2084851729,1970219806,false,deu
27/11/2020 10:39:34,27/11/2020 10:52:29,-733820527,-1589740989,false,deu
27/11/2020 13:00:11,27/11/2020 13:14:26,-1552600580,1010570777,false,deu
27/11/2020 14:56:12,27/11/2020 14:57:17,-1394413115,-1986637519,false,deu
27/11/2020 10:50:56,27/11/2020 11:15:39,1273944643,-1853758340,false,deu
27/11/2020 08:32:47,27/11/2020 08:32:47,742219392,-1124165468,false,deu
27/11/2020 13:44:24,27/11/2020 13:47:32,1766411613,1447273720,false,deu
27/11/2020 17:15:15,27/11/2020 17:15:15,-736187489,1601439510,false,deu
27/11/2020 15:31:49,27/11/2020 15:32:00,-676221953,-134845050,false,deu
27/11/2020 16:36:44,27/11/2020 16:38:27,-535770588,-1222711881,false,esp
27/11/2020 12:09:43,27/11/2020 12:12:44,-247090717,61050878,false,deu
27/11/2020 19:17:34,27/11/2020 19:17:34,-1897528468,1971375714,false,deu
27/11/2020 12:21:49,27/11/2020 12:22:51,-1310745883,867072675,false,deu
27/11/2020 14:04:45,27/11/2020 14:04:45,-1260753432,1474538485,false,deu
27/11/2020 13:47:14,27/11/2020 13:50:04,-986971870,1442331223,false,deu
27/11/2020 21:04:43,27/11/2020 21:06:26,-840764987,-999689686,false,deu
