visit_start_time,visit_end_time,visit_id,visitor_id,logged_in,country
27/11/2020 18:05:49,27/11/2020 18:05:49,-1865254992,1980526383,false,esp
27/11/2020 10:23:36,27/11/2020 10:25:44,1209844447,1092171961,false,deu
27/11/2020 21:04:54,27/11/2020 21:04:54,1993031667,-955502060,false,deu
27/11/2020 13:30:40,27/11/2020 13:30:40,2128911910,1568147828,false,che
27/11/2020 19:12:05,27/11/2020 19:16:52,1324520749,-1065503769,false,deu
27/11/2020 18:26:35,27/11/2020 18:37:22,-944078352,-2098940956,false,deu
27/11/2020 12:46:40,27/11/2020 12:48:03,1759223623,400343791,false,deu
27/11/2020 13:50:51,27/11/2020 13:57:03,-628000397,1365349693,false,deu
27/11/2020 08:22:39,27/11/2020 08:23:14,369403470,-1207840585,false,deu
27/11/2020 17:18:49,27/11/2020 17:23:18,-903350906,1568050742,false,deu
27/11/2020 16:08:21,27/11/2020 16:08:21,-1013402959,1314050626,false,deu
27/11/2020 18:55:41,27/11/2020 18:55:41,-896873780,858093784,false,gbr
27/11/2020 13:04:28,27/11/2020 13:16:13,1569659315,-1277999835,false,deu
27/11/2020 19:35:44,27/11/2020 19:36:31,-590960458,1898717605,false,prt
27/11/2020 14:46:38,27/11/2020 14:47:26,2062699170,-512300167,false,esp
27/11/2020 14:56:45,27/11/2020 14:57:10,-1603433733,386575950,true,deu
27/11/2020 20:50:24,27/11/2020 21:01:21,-1612179626,411736157,true,deu
27/11/2020 15:20:49,27/11/2020 15:24:05,136568350,1087342857,false,deu
27/11/2020 21:51:02,27/11/2020 21:51:02,-43896174,-747122882,false,deu
27/11/2020 12:15:00,27/11/2020 12:57:04,831227685,-1227032338,true,deu
27/11/2020 21:14:04,27/11/2020 21:17:20,-1307905610,-1733171847,false,deu
27/11/2020 21:37:46,27/11/2020 21:43:38,780499506,688579322,false,deu
27/11/2020 10:18:54,27/11/2020 10:18:57,-1512909893,142299588,false,gbr
27/11/2020 07:41:57,27/11/2020 07:42:31,116342756,-201541609,false,deu
27/11/2020 11:06:16,27/11/2020 11:06:16,154928123,-1753597199,false,nga
27/11/2020 16:12:33,27/11/2020 16:12:33,-1738113790,-1794815883,false,deu
27/11/2020 20:19:27,27/11/2020 20:20:12,441347893,172833853,false,deu
27/11/2020 14:05:45,27/11/2020 14:06:27,1490444346,898400671,false,deu
27/11/2020 19:57:39,27/11/2020 19:59:04,-253397408,-1693081866,true,deu
27/11/2020 12:58:20,27/11/2020 13:07:40,-1658100681,-882426403,false,ita
27/11/2020 20:51:42,27/11/2020 20:52:22,1070903053,1596635195,false,gbr
27/11/2020 15:13:11,27/11/2020 15:13:39,-1340835566,-921987542,false,phl
27/11/2020 11:32:33,27/11/2020 11:34:26,-473524000,394490848,false,deu
27/11/2020 08:13:53,27/11/2020 08:13:53,-905309007,2100309969,false,deu
27/11/2020 20:51:12,27/11/2020 20:52:15,-1322990650,-88856756,false,deu
27/11/2020 08:49:41,27/11/2020 08:54:35,-1428083956,-1193038601,false,svn
