visit_start_time,visit_end_time,visit_id,visitor_id,logged_in,country
27/11/2020 15:50:01,27/11/2020 15:50:03,-1175557452,-1772916182,false,deu
27/11/2020 14:59:13,27/11/2020 15:00:39,-1575648166,643368908,false,deu
27/11/2020 14:07:33,27/11/2020 14:10:12,-1156514395,-2075986732,false,deu
27/11/2020 06:29:26,27/11/2020 06:29:27,1025885585,-816071980,false,deu
27/11/2020 21:52:05,27/11/2020 22:06:25,-1392065311,341705589,false,deu
27/11/2020 11:25:55,27/11/2020 11:31:41,-331490834,-432758184,false,deu
27/11/2020 23:29:01,27/11/2020 23:29:39,-1802659162,690042994,false,deu
27/11/2020 19:01:18,27/11/2020 19:01:18,-1846474407,-1087613659,false,che
27/11/2020 18:30:26,27/11/2020 18:30:26,-1103304241,864805289,false,deu
27/11/2020 14:46:05,27/11/2020 15:04:17,-1523512476,1898239069,false,deu
27/11/2020 14:16:32,27/11/2020 14:18:59,1014200414,1800736802,false,gbr
27/11/2020 16:55:18,27/11/2020 16:55:18,1361165054,1618539975,false,irl
27/11/2020 23:46:28,27/11/2020 23:46:28,-2092268960,-1456546002,false,deu
27/11/2020 10:21:33,27/11/2020 10:22:28,1652170873,1997047079,false,deu
27/11/2020 21:16:07,27/11/2020 21:19:09,2013312980,-1848012730,false,deu
27/11/2020 17:27:27,27/11/2020 17:27:27,1343050081,1843431973,false,gbr
27/11/2020 14:28:13,27/11/2020 15:31:35,257978403,1441199956,false,deu
27/11/2020 20:16:20,27/11/2020 20:16:20,1512202690,1996159342,false,esp
27/11/2020 22:28:44,27/11/2020 22:29:06,-25875357,325638831,false,deu
27/11/2020 09:20:43,27/11/2020 09:49:30,1450233216,731705201,false,deu
27/11/2020 21:36:24,27/11/2020 21:38:09,954472462,1211865307,false,deu
27/11/2020 16:17:49,27/11/2020 16:23:25,1363636401,-927541187,false,deu
27/11/2020 15:48:31,27/11/2020 15:52:36,-558966193,521256791,false,deu
27/11/2020 07:33:12,27/11/2020 07:34:00,1157484659,1908824568,false,deu
27/11/2020 10:47:27,27/11/2020 11:37:23,2078484867,-948328377,false,deu
27/11/2020 17:40:36,27/11/2020 17:40:36,1958104822,-1541603748,false,deu
26/11/2020 23:59:25,27/11/2020 00:02:32,-1789308741,1630175611,false,deu
27/11/2020 12:09:39,27/11/2020 12:09:40,633690783,-1945681202,false,deu
27/11/2020 13:55:00,27/11/2020 13:57:50,-1622746047,-283827903,false,deu
27/11/2020 17:07:00,27/11/2020 17:07:00,1622870744,-1287184071,false,deu
27/11/2020 17:27:37,27/11/2020 17:27:37,2098027607,-426276039,false,gbr
27/11/2020 15:30:20,27/11/2020 15:31:28,-1326964221,115759764,false,deu
27/11/2020 13:13:12,27/11/2020 13:14:29,1274134357,-1641775831,true,gbr
27/11/2020 16:02:03,27/11/2020 16:03:11,-578884022,189968501,false,deu
27/11/2020 06:18:55,27/11/2020 06:19:40,-2013770885,-749770754,true,deu
