visit_start_time,visit_end_time,visit_id,visitor_id,logged_in,country
27/11/2020 11:19:06,27/11/2020 11:19:06,-1674680756,-325593301,false,deu
27/11/2020 19:34:41,27/11/2020 20:04:39,830479412,-1102892928,true,ita
27/11/2020 14:48:40,27/11/2020 14:48:40,-1292489101,-501539200,false,hrv
27/11/2020 07:18:08,27/11/2020 07:20:07,-1103173266,475113077,false,deu
27/11/2020 08:50:31,27/11/2020 09:05:00,-916432442,-578922527,false,deu
27/11/2020 14:41:32,27/11/2020 14:41:32,346908320,-445698324,false,deu
27/11/2020 18:31:26,27/11/2020 18:38:15,-552083126,-1349308539,false,deu
27/11/2020 14:11:30,27/11/2020 14:11:53,-1191043689,-2141705164,false,deu
27/11/2020 03:49:39,27/11/2020 03:50:19,-177770651,1693821238,false,usa
27/11/2020 13:24:42,27/11/2020 13:49:28,-1869763208,-600012379,true,deu
27/11/2020 20:34:15,27/11/2020 20:37:14,-1862373090,-1308651502,false,deu
27/11/2020 15:01:53,27/11/2020 15:05:11,-1358550149,-204350778,false,pol
27/11/2020 00:05:53,27/11/2020 00:07:22,-45815344,46943799,false,deu
27/11/2020 14:07:53,27/11/2020 14:08:57,152920503,757559774,true,deu
27/11/2020 19:31:08,27/11/2020 19:31:37,1906478941,-1412941333,false,deu
27/11/2020 12:50:14,27/11/2020 12:55:55,35548754,-1852377206,false,che
27/11/2020 19:32:10,27/11/2020 19:32:10,-1306660516,-1711020201,false,deu
27/11/2020 14:33:25,27/11/2020 14:48:29,-578717540,-482633683,false,deu
27/11/2020 18:24:23,27/11/2020 19:04:16,-940464695,-1450282036,true,deu
27/11/2020 09:10:59,27/11/2020 09:11:13,62368202,284156083,false,deu
27/11/2020 03:08:13,27/11/2020 03:10:24,-558499712,-503085413,true,deu
27/11/2020 22:53:06,27/11/2020 22:54:34,-757438862,-131126564,false,deu
27/11/2020 16:42:44,27/11/2020 16:46:51,2031116378,1059391908,false,deu
27/11/2020 09:43:49,27/11/2020 09:48:31,-296635559,1875705299,true,deu
27/11/2020 18:30:45,27/11/2020 18:34:27,-1850034067,1747948337,false,pol
27/11/2020 16:29:46,27/11/2020 16:31:03,-886845813,-726438225,true,deu
27/11/2020 20:39:29,27/11/2020 20:40:13,-1291659115,-2039425082,false,deu
27/11/2020 14:12:10,27/11/2020 14:12:25,-2106376397,8704860,false,srb
27/11/2020 12:37:17,27/11/2020 12:37:17,1851457520,736017011,false,deu
27/11/2020 21:54:02,27/11/2020 21:57:11,-2123227246,-396878516,false,deu
27/11/2020 10:44:59,27/11/2020 10:44:59,142717568,198563339,false,fra
27/11/2020 18:19:52,27/11/2020 18:21:51,-1394252909,-1800986241,false,cyp
27/11/2020 18:48:52,27/11/2020 18:55:26,165613622,1254885475,false,deu
27/11/2020 19:25:30,27/11/2020 19:26:16,1315653185,286311344,false,deu
27/11/2020 19:01:13,27/11/2020 19:04:28,-255867708,1724443757,false,deu
27/11/2020 10:42:17,27/11/2020 10:42:31,-823153436,-233581116,false,deu
27/11/2020 10:10:53,27/11/2020 10:11:30,-1183469171,-1926697596,false,deu
27/11/2020 17:37:13,27/11/2020 17:37:57,1405586232,-448256137,false,gbr
27/11/2020 16:13:59,27/11/2020 16:13:59,-186822156,-659820276,false,deu
27/11/2020 15:52:21,27/11/2020 16:19:52,-78537933,-1588202488,false,esp
27/11/2020 15:14:36,27/11/2020 15:41:24,-623836135,-202324274,false,gbr
27/11/2020 06:55:24,27/11/2020 06:56:14,1700492130,1725252761,false,che
27/11/2020 18:01:53,27/11/2020 18:08:03,2119652678,-1973532343,false,deu
27/11/2020 22:03:27,27/11/2020 22:22:22,-436478370,1047434158,false,hun
27/11/2020 21:27:42,27/11/2020 21:40:56,-975666036,-953797672,false,deu
27/11/2020 16:13:53,27/11/2020 16:13:54,-1550770586,-732880800,false,deu
27/11/2020 12:28:30,27/11/2020 12:28:45,-96106252,-1750314327,false,deu
27/11/2020 11:48:17,27/11/2020 12:12:07,-2016342139,1820748939,false,esp
27/11/2020 16:49:14,27/11/2020 16:49:14,739699270,856013250,false,aut
27/11/2020 16:25:54,27/11/2020 16:34:24,-1338715424,1025193070,false,deu
27/11/2020 14:42:04,27/11/2020 14:42:04,2090011036,1676223981,false,deu
27/11/2020 20:30:35,27/11/2020 20:30:49,1596829143,-1250752214,false,deu
27/11/2020 11:23:30,27/11/2020 11:23:30,-2135260368,1962556852,true,deu
27/11/2020 15:54:31,27/11/2020 15:54:31,1627951548,1707888694,false,esp
27/11/2020 22:05:42,27/11/2020 22:05:42,-1932910484,332970014,false,deu
27/11/2020 13:53:09,27/11/2020 13:53:09,-1247501559,1860532051,false,deu
27/11/2020 07:02:25,27/11/2020 07:02:25,-321525441,-571868221,false,deu
27/11/2020 10:52:35,27/11/2020 10:56:02,-1914299523,892101476,false,ita
27/11/2020 21:07:44,27/11/2020 21:09:13,-1430767362,-300410424,false,deu
27/11/2020 16:40:11,27/11/2020 16:51:07,-502354672,1224832205,false,deu
26/11/2020 23:51:41,27/11/2020 00:56:51,-678611043,250041792,false,deu
27/11/2020 23:24:32,27/11/2020 23:24:32,-1726825412,144799171,false,ita
27/11/2020 18:53:12,27/11/2020 18:56:55,1578806370,849467212,false,deu
27/11/2020 11:48:58,27/11/2020 11:48:58,-1424044042,-331627601,false,deu
27/11/2020 12:58:57,27/11/2020 12:59:34,735677962,1023543092,false,gbr
27/11/2020 19:53:21,27/11/2020 19:54:24,201600011,-635288983,false,deu
27/11/2020 09:43:05,27/11/2020 09:44:31,851818567,167295244,false,deu
27/11/2020 14:54:42,27/11/2020 14:55:04,-628309791,-1551775172,false,deu
27/11/2020 10:33:49,27/11/2020 10:33:49,-2069519764,-1580115748,false,deu
27/11/2020 00:07:34,27/11/2020 00:07:34,607479350,1303768732,false,deu
27/11/2020 09:56:21,27/11/2020 09:56:44,-1417842592,1922091237,true,esp
27/11/2020 14:11:13,27/11/2020 14:16:32,-219182263,1477565949,false,deu
27/11/2020 11:51:37,27/11/2020 11:51:48,-1932693118,-1289102451,false,deu
27/11/2020 13:08:36,27/11/2020 13:38:53,30529607,-744783568,false,gbr
27/11/2020 09:51:21,27/11/2020 09:51:21,-978387579,1501290666,false,deu
27/11/2020 16:33:38,27/11/2020 16:33:38,-1525495594,-211866254,false,deu
27/11/2020 13:51:18,27/11/2020 13:55:04,-1674110789,-1909111940,true,deu
27/11/2020 15:04:05,27/11/2020 15:04:48,-1409660947,1813864828,false,deu
27/11/2020 13:25:11,27/11/2020 13:28:12,321750176,1337933806,true,deu
27/11/2020 18:25:46,27/11/2020 18:25:50,265373329,-325032890,false,fra
27/11/2020 18:07:56,27/11/2020 18:08:02,-929575667,654267141,false,deu
27/11/2020 10:07:34,27/11/2020 10:08:11,2021406186,-1004195712,false,deu
27/11/2020 15:51:14,27/11/2020 15:51:57,1083738385,1650892097,true,deu
27/11/2020 20:33:38,27/11/2020 20:33:38,-2145056216,-1227196426,false,deu
27/11/2020 10:31:24,27/11/2020 10:31:39,332186232,-830729002,false,deu
27/11/2020 17:57:16,27/11/2020 17:58:17,1782809002,513309948,false,deu
27/11/2020 13:04:59,27/11/2020 13:17:12,1046400986,-1536224585,true,esp
