BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
25/11/2020 00:00:00,4,1,DUS,HAM,9038,2020-11-26 19:15:00,517834519,372267436,"25,84"
06/11/2020 00:00:00,4,1,DUS,PMI,9580,2020-11-26 11:15:00,-1397756652,371887373,"123,99"
26/11/2020 00:00:00,10,8,LPA,DUS,9543,2020-11-26 15:25:00,-1602211297,372287686,"115,0"
21/11/2020 00:00:00,3,6,STR,PMI,2582,2020-11-26 10:00:00,-1311276471,372186123,"104,99"
04/11/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,-2113453671,371862999,"104,99"
02/11/2020 00:00:00,4,1,HAM,STR,7072,2020-11-26 13:55:00,-1341765304,371810930,"142,23"
14/09/2020 00:00:00,3,8,TXL,DUS,8046,2020-09-27 18:40:00,-520829056,370286679,"12,7"
13/11/2020 00:00:00,6,9,DTM,MUC,4062,2020-11-26 18:30:00,1393186315,371999791,"237,06"
27/10/2020 00:00:00,5,0,CGN,MUC,80,2020-11-26 07:00:00,488074979,371685024,"107,75"
05/11/2020 00:00:00,6,9,DUS,LHR,9462,2020-11-15 18:10:00,1909663383,371880514,"63,43"
22/11/2020 00:00:00,10,8,DUS,LPA,9542,2020-11-26 10:50:00,1191566186,372189171,"117,9"
25/11/2020 00:00:00,8,5,MXP,DUS,9821,2020-11-26 20:25:00,1873015118,372270392,"40,32"
20/11/2020 00:00:00,4,1,DUS,BER,9048,2020-11-24 06:20:00,-1526387313,372158489,"175,85"
19/11/2020 00:00:00,4,1,ZRH,DUS,9763,2020-11-25 09:15:00,-1050261301,372148679,"324,41"
17/06/2020 00:00:00,4,1,TXL,DUS,9049,2020-08-03 08:10:00,-804486151,366550324,"54,99"
20/11/2020 00:00:00,6,9,STR,HAM,7049,2020-11-26 20:45:00,-408958823,372157573,"333,27"
26/11/2020 00:00:00,9,1,DUS,BER,9042,2020-11-26 14:30:00,342259021,372288634,"34,4"
06/11/2020 00:00:00,4,1,LHR,STR,2465,2020-11-26 18:35:00,-760961381,372269640,"151,06"
25/11/2020 00:00:00,6,9,HAM,ZRH,7760,2020-11-26 06:50:00,-303992489,372267011,"204,99"
10/07/2020 00:00:00,4,1,TXL,DUS,9049,2020-07-16 08:10:00,-301984345,367500063,"98,27"
20/11/2020 00:00:00,4,1,STR,HAM,7049,2020-11-26 20:45:00,-293475431,372165681,"323,27"
11/11/2020 00:00:00,9,1,HAM,STR,7072,2020-11-26 13:55:00,1033781061,371971399,"100,13"
26/11/2020 00:00:00,4,1,BER,HER,8678,2021-05-27 06:10:00,-566637371,372320865,"137,99"
13/11/2020 00:00:00,7,1,FUE,DUS,9553,2020-11-26 11:50:00,1176905077,371997189,"124,0"
24/11/2020 00:00:00,4,1,PMI,STR,2583,2020-11-26 12:45:00,17143420,372255664,"45,59"
22/01/2020 00:00:00,3,7,VIE,DUS,9755,2020-11-12 09:30:00,-1962108166,371291719,"39,99"
03/03/2020 00:00:00,4,1,PRN,HAM,5705,2020-03-14 18:45:00,1302132993,360444481,"154,4"
22/11/2020 00:00:00,4,1,DUS,PMI,9580,2020-11-26 11:15:00,124565499,372195480,"214,99"
23/11/2020 00:00:00,3,0,DUS,BER,8047,2020-11-25 20:30:00,587606835,372211156,"141,37"
25/11/2020 00:00:00,4,1,DUS,LPA,9542,2020-11-26 10:50:00,1252050486,372269090,"226,99"
17/11/2020 00:00:00,5,0,MUC,DUS,9091,2020-11-26 19:25:00,738298439,372068236,"197,41"
05/10/2020 00:00:00,5,0,DRS,DUS,9029,2020-11-23 11:50:00,1794943669,371249266,"90,51"
23/11/2020 00:00:00,4,1,VIE,DUS,9755,2020-11-26 09:30:00,-1880684721,372202739,"134,99"
06/02/2020 00:00:00,3,6,HAM,PMI,7580,2020-10-02 11:30:00,1227486856,364567610,"75,99"
23/11/2020 00:00:00,6,9,ZRH,DUS,9763,2020-11-26 09:20:00,-1683097030,372197062,"285,15"
20/11/2020 00:00:00,3,7,HAM,STR,2045,2020-11-25 08:30:00,-1462749862,372162965,"218,51"
24/11/2020 00:00:00,3,6,DUS,BER,9042,2020-11-26 14:30:00,1565843203,372219807,"34,54"
20/11/2020 00:00:00,3,0,BER,CGN,21,2020-11-26 19:50:00,257779120,372166529,"122,88"
