BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
09/11/2020 00:00:00,4,1,DUS,BER,9048,2020-11-25 06:20:00,-956335932,371927100,"89,65"
19/11/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,-1114376006,372149153,"146,99"
23/11/2020 00:00:00,6,9,BER,DUS,8042,2020-11-26 14:55:00,939179572,372196392,"147,92"
02/11/2020 00:00:00,6,9,STR,LHR,2464,2020-11-03 17:05:00,2105192543,371812571,"274,99"
25/11/2020 00:00:00,6,9,LHR,DUS,9469,2020-11-26 08:05:00,-780509939,372269060,"269,04"
29/10/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,-2069440213,371768299,"84,99"
19/11/2020 00:00:00,4,1,BER,DUS,8046,2020-11-25 18:35:00,-1983165678,372148227,"194,07"
19/11/2020 00:00:00,3,9,DUS,LHR,9468,2020-11-23 06:50:00,1659112840,372112508,"222,99"
10/03/2020 00:00:00,4,1,TXL,STR,2003,2020-03-20 08:05:00,-1711450192,361343190,"108,4"
18/11/2020 00:00:00,8,5,PMI,STR,2583,2020-11-26 12:45:00,-574107404,372101612,"31,34"
13/11/2020 00:00:00,6,9,DUS,BER,8043,2020-11-26 16:45:00,-1822581744,371995532,"328,96"
01/04/2019 00:00:00,5,9,LPA,VIE,5905,2020-02-20 12:10:00,-503514558,336987111,"85,71"
15/11/2020 00:00:00,9,1,STR,PMI,2582,2020-11-19 10:00:00,-548389871,372019559,"174,99"
25/11/2020 00:00:00,4,1,LHR,HAM,7461,2020-11-26 14:05:00,-1788385894,372281088,"191,85"
18/11/2020 00:00:00,3,0,HAM,STR,7048,2020-11-26 18:50:00,-2074350527,372107958,"300,85"
12/11/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,-414739638,371991424,"154,99"
20/02/2020 00:00:00,3,0,TXL,STR,2003,2020-03-20 08:05:00,-214101983,362132875,"113,44"
12/11/2020 00:00:00,6,9,HAM,STR,2045,2020-11-18 08:30:00,-542734154,371986720,"290,16"
24/11/2020 00:00:00,4,1,PMI,STR,2583,2020-11-26 12:45:00,17143420,372255666,"45,59"
11/06/2019 00:00:00,4,1,CDG,DUS,9403,2019-09-10 20:30:00,-894825660,330477390,"59,99"
20/11/2020 00:00:00,6,9,CGN,HAM,30,2020-11-26 16:00:00,1983412553,372158136,"186,72"
24/11/2020 00:00:00,4,1,STR,LHR,2464,2020-11-26 17:05:00,-43375054,372257374,"63,33"
