BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
16/02/2020 00:00:00,3,8,DUS,ACE,9554,2020-11-07 10:50:00,-990028746,358927197,"167,54"
12/11/2020 00:00:00,7,3,STR,AJR,5598,2020-11-23 10:55:00,1538400752,371988130,"205,06"
27/02/2020 00:00:00,6,9,STR,BRU,2160,2021-02-03 07:10:00,1747990757,360070337,"404,99"
08/07/2020 00:00:00,4,1,HAM,AMS,7184,2020-07-23 17:50:00,92416537,367322226,"74,99"
06/11/2020 00:00:00,4,1,STR,BER,2004,2020-11-26 18:35:00,1716979234,371888443,"141,37"
17/11/2020 00:00:00,5,0,LHR,DUS,9463,2020-11-26 19:30:00,1711969066,372073636,"192,99"
11/11/2020 00:00:00,2,1,LPA,DUS,9543,2020-11-26 15:25:00,1825078819,371976131,"63,0"
19/09/2020 00:00:00,3,6,DUS,TXL,9044,2020-10-09 18:50:00,-1778022470,370480430,"34,47"
19/11/2020 00:00:00,4,1,PMI,DUS,9581,2020-11-26 14:25:00,-97015343,372112049,"206,99"
24/09/2020 00:00:00,4,1,DUS,PMI,9580,2020-10-29 11:00:00,-357423544,371529314,"64,99"
25/11/2020 00:00:00,6,9,DUS,LPA,9542,2020-11-26 10:50:00,1964673051,372268041,"304,15"
17/11/2020 00:00:00,3,6,HAM,PMI,7580,2020-11-20 06:10:00,-1479090446,372063324,"149,99"
20/11/2020 00:00:00,6,9,MUC,DUS,9081,2020-11-24 08:35:00,-533728796,372206822,"376,37"
26/01/2020 00:00:00,3,0,DUS,TXL,9044,2020-10-09 18:50:00,1650940890,356225010,"63,25"
17/11/2020 00:00:00,4,1,HAM,ZRH,7760,2020-11-26 06:50:00,-656227362,372085013,"254,99"
10/11/2020 00:00:00,4,1,MUC,DUS,9091,2020-11-26 19:25:00,1258373856,371951670,"185,34"
01/11/2020 00:00:00,3,6,TXL,DUS,9049,2020-11-02 08:10:00,1314057519,371805902,"18,75"
03/01/2020 00:00:00,4,1,STR,TXL,2000,2020-03-19 11:15:00,-1845190934,352561053,"25,2"
13/11/2019 00:00:00,4,1,HAM,SKG,7658,2020-08-27 10:25:00,441801723,347821921,"89,99"
17/11/2020 00:00:00,4,1,MUC,CGN,81,2020-11-25 08:50:00,1527650320,372063728,"118,37"
04/03/2020 00:00:00,3,6,DUS,BCN,9442,2020-05-20 16:50:00,1026741817,364028969,"171,49"
20/11/2020 00:00:00,4,1,DUS,PMI,9580,2020-11-26 11:15:00,1897138648,372159744,"78,74"
