BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
29/08/2020 00:00:00,9,1,DTM,MUC,4066,2020-11-20 14:55:00,-633945898,369766212,"18,18"
25/10/2020 00:00:00,4,1,STR,BER,2004,2020-11-26 18:35:00,-29115676,371649746,"47,41"
05/10/2020 00:00:00,6,9,DUS,BER,9042,2020-11-26 14:30:00,-120315777,372294483,"328,96"
20/06/2020 00:00:00,4,1,KLU,CGN,285,2020-08-20 13:10:00,753865882,366252230,"62,02"
23/10/2020 00:00:00,3,6,ACE,DUS,9555,2020-11-21 15:10:00,480346429,371615430,"87,61"
06/02/2020 00:00:00,7,3,HAM,CGN,49,2020-08-09 18:40:00,1427004573,366800165,"43,09"
18/11/2020 00:00:00,4,1,DUS,PMI,9580,2020-11-26 11:15:00,1990507787,372098169,"223,99"
16/08/2020 00:00:00,9,1,TXL,DUS,9045,2020-10-18 20:40:00,-78921345,370958478,"34,47"
23/11/2020 00:00:00,3,0,BER,DUS,8046,2020-11-24 18:35:00,1679292365,372203824,"155,16"
03/01/2020 00:00:00,4,1,HAM,CGN,49,2020-08-09 18:40:00,211513102,362434801,"47,41"
12/08/2020 00:00:00,4,1,STR,BER,8001,2020-11-23 08:15:00,2006167333,370952937,"60,34"
24/11/2020 00:00:00,4,1,ZRH,DUS,9763,2020-11-26 09:20:00,151231323,372217307,"46,28"
16/10/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,2039375798,371465185,"59,99"
06/02/2020 00:00:00,3,0,MXP,DUS,9825,2020-03-03 16:10:00,1672235220,357701479,"117,29"
10/11/2020 00:00:00,3,7,CGN,BER,20,2020-11-26 18:05:00,2056345808,371943058,"99,13"
31/10/2020 00:00:00,4,1,BER,STR,8000,2020-11-26 06:20:00,458360527,371797953,"60,25"
02/09/2020 00:00:00,3,7,CGN,HAM,30,2020-11-26 16:00:00,1491388506,371846054,"34,47"
18/11/2020 00:00:00,3,0,DUS,HAM,9038,2020-11-26 19:15:00,-2008453601,372091079,"133,61"
06/02/2020 00:00:00,4,1,MXP,DUS,9819,2020-02-29 15:00:00,-1859191607,357715213,"84,99"
25/11/2020 00:00:00,4,1,HAM,CGN,31,2020-11-26 17:40:00,-1365000517,372286413,"18,37"
24/11/2020 00:00:00,3,6,VIE,DUS,9755,2020-11-26 09:30:00,1181096756,372221754,"134,99"
16/11/2020 00:00:00,6,9,MUC,DUS,9081,2020-11-26 08:35:00,462536123,372024682,"39,17"
26/12/2019 00:00:00,9,1,TXL,STR,2003,2020-03-20 08:05:00,2102689118,361217056,"11,48"
06/10/2020 00:00:00,6,9,MUC,CGN,87,2020-11-26 20:40:00,-373045205,372201260,"160,85"
20/11/2020 00:00:00,5,0,HAM,DUS,9031,2020-11-26 08:35:00,-683342356,372157482,"137,06"
24/10/2020 00:00:00,4,1,STR,BER,2000,2020-11-07 07:05:00,1487991883,371635680,"38,78"
10/11/2020 00:00:00,4,1,HAM,DUS,9031,2020-11-24 08:35:00,1584556885,371955603,"81,89"
23/11/2020 00:00:00,8,5,PMI,DUS,9581,2020-11-26 14:25:00,-1786666528,372211106,"34,7"
07/01/2020 00:00:00,4,1,CGN,MUC,86,2020-11-26 18:55:00,-14161752,371778260,"30,16"
21/11/2020 00:00:00,5,0,HAM,DUS,9031,2020-11-26 08:35:00,347151161,372183932,"142,23"
07/02/2020 00:00:00,3,6,DUS,CDG,9406,2020-02-14 10:55:00,2034933316,357806365,"22,12"
26/11/2020 00:00:00,6,9,MUC,DUS,9091,2020-11-26 19:25:00,1750316982,372293535,"376,37"
22/07/2020 00:00:00,4,1,HAM,PMI,7580,2020-10-02 11:30:00,803866962,369980533,"74,3"
18/11/2020 00:00:00,6,9,CGN,BER,8059,2020-11-23 08:10:00,-1165794951,372104405,"337,58"
22/11/2020 00:00:00,10,8,FUE,DUS,9553,2020-11-26 11:50:00,44117282,372189868,"135,0"
27/11/2019 00:00:00,7,3,DUS,BLQ,9834,2020-09-02 14:00:00,-947641031,368578468,"102,99"
17/11/2020 00:00:00,3,0,DUS,DRS,9028,2020-11-23 10:00:00,1647339571,372084662,"202,58"
17/02/2020 00:00:00,3,0,MUC,DUS,9081,2020-11-25 08:35:00,-709787590,361346954,"56,77"
17/11/2020 00:00:00,6,9,LHR,HAM,7465,2020-11-23 12:35:00,1423739746,372066017,"487,95"
08/11/2020 00:00:00,6,9,DUS,DRS,9028,2020-11-23 10:00:00,927469932,371905871,"124,99"
