BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
25/09/2020 00:00:00,7,1,HAM,PMI,7580,2020-10-02 11:30:00,828721367,370688603,"51,0"
22/11/2020 00:00:00,10,8,DUS,LPA,9542,2020-11-26 10:50:00,-208577235,372189195,"117,9"
12/11/2020 00:00:00,7,3,STR,AJR,5598,2020-11-23 10:55:00,1538400752,371988133,"205,06"
16/11/2020 00:00:00,4,1,PMI,DUS,9581,2020-11-26 14:25:00,-978851765,372026039,"198,99"
16/11/2020 00:00:00,6,9,DUS,DRS,9022,2020-11-26 18:20:00,-2022026284,372024826,"202,58"
20/11/2020 00:00:00,6,9,MUC,DUS,9091,2020-11-26 19:25:00,-1436707312,372179121,"376,37"
18/11/2020 00:00:00,9,1,CGN,BER,20,2020-11-22 18:10:00,-1484555207,372099391,"94,82"
15/04/2019 00:00:00,4,1,STR,BRE,2064,2019-12-19 10:40:00,-1032530730,323697128,"42,01"
04/11/2020 00:00:00,9,1,PMI,STR,2583,2020-11-26 12:45:00,-2018315648,371858941,"49,99"
14/02/2020 00:00:00,6,9,DUS,MXP,9820,2020-08-23 18:25:00,1195368764,366895413,"74,99"
22/10/2020 00:00:00,4,1,DUS,LPA,9542,2020-11-12 10:50:00,1474041649,371804204,"144,99"
13/10/2020 00:00:00,4,1,BER,DUS,8046,2020-11-26 18:35:00,-1028247656,371304241,"81,89"
12/11/2020 00:00:00,3,6,STR,BER,8001,2020-11-26 08:15:00,1807667592,371989925,"189,65"
17/11/2020 00:00:00,4,1,BER,DUS,9049,2020-11-26 08:10:00,1022620355,372069489,"124,99"
16/11/2020 00:00:00,4,1,CGN,HAM,7033,2020-11-24 20:10:00,-700065667,372052798,"159,47"
09/11/2020 00:00:00,6,9,VIE,DUS,9755,2020-11-26 09:30:00,1159502707,371924435,"84,99"
13/01/2020 00:00:00,4,1,STR,TXL,8001,2020-03-17 08:50:00,429155521,353622818,"49,18"
18/11/2020 00:00:00,6,9,ZRH,HAM,7761,2020-11-26 09:40:00,19801641,372109897,"574,97"
