BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
20/11/2020 00:00:00,4,1,MXP,DUS,9827,2020-11-24 09:15:00,-595675415,372179268,"284,99"
02/03/2020 00:00:00,4,1,DUS,VIE,9754,2020-11-10 07:15:00,970055227,371398845,"73,99"
16/11/2020 00:00:00,3,9,MUC,DUS,9091,2020-11-23 18:25:00,389513212,372053138,"109,48"
08/11/2020 00:00:00,6,9,DRS,DUS,9023,2020-11-26 20:10:00,927469932,371905872,"107,75"
24/11/2020 00:00:00,4,1,BER,CGN,8050,2020-11-26 06:40:00,-754108490,372217933,"189,65"
22/11/2020 00:00:00,6,9,DUS,BER,9042,2020-11-26 14:30:00,432353945,372193482,"318,96"
17/11/2020 00:00:00,3,0,BER,CGN,9,2020-11-26 15:15:00,1047725737,372061134,"122,88"
19/11/2020 00:00:00,3,0,STR,BER,8007,2020-11-26 20:35:00,-1988172459,372150661,"141,37"
03/12/2019 00:00:00,3,6,STR,TXL,2058,2020-03-18 16:40:00,1704418567,349969601,"33,61"
16/02/2020 00:00:00,4,1,DUS,BCN,9442,2020-05-20 16:50:00,61483834,358908174,"164,99"
10/03/2020 00:00:00,6,9,BRU,STR,2161,2021-03-03 09:05:00,-455294302,372317424,"64,99"
12/02/2020 00:00:00,3,0,STR,TXL,2012,2020-03-16 07:10:00,-138895246,361236156,"56,75"
23/11/2020 00:00:00,6,9,DUS,ZRH,9762,2020-11-26 07:25:00,1762901853,372205331,"274,99"
06/02/2020 00:00:00,4,1,HAM,DUS,7080,2020-03-01 11:30:00,-327888896,357669808,"57,69"
17/11/2020 00:00:00,3,6,LHR,HAM,7461,2020-11-26 14:05:00,-462125352,372089099,"36,75"
22/11/2020 00:00:00,10,8,PMI,STR,2583,2020-11-26 12:45:00,619490207,372190290,"60,0"
14/11/2020 00:00:00,3,7,DUS,ZRH,9762,2020-11-26 07:25:00,624560322,372011190,"154,99"
17/11/2020 00:00:00,3,0,DUS,LHR,9462,2020-11-26 18:10:00,-1546115686,372065931,"163,18"
06/02/2020 00:00:00,7,3,CGN,HAM,34,2020-08-07 16:00:00,1427004573,357699999,"34,47"
10/09/2020 00:00:00,3,0,TXL,CGN,13,2020-09-24 08:00:00,1426082253,370172531,"82,45"
14/11/2020 00:00:00,3,6,STR,HAM,2044,2020-11-26 06:25:00,2028406717,372009858,"99,13"
06/07/2020 00:00:00,2,8,STR,BER,2004,2020-11-06 14:25:00,1667171776,367080513,"5,51"
19/11/2020 00:00:00,6,9,STR,BER,8005,2020-11-26 16:45:00,281413718,372112600,"155,16"
28/07/2020 00:00:00,2,1,MXP,HAM,7827,2020-09-09 20:25:00,866431851,368207973,"44,99"
16/11/2020 00:00:00,3,0,DUS,MUC,9090,2020-11-26 17:30:00,-1349504045,372026629,"197,41"
31/10/2020 00:00:00,6,9,MUC,DUS,9091,2020-11-26 19:25:00,499189392,371796288,"116,37"
24/11/2020 00:00:00,3,6,HAM,STR,2091,2020-11-26 16:45:00,1650608241,372217160,"323,27"
