BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
06/11/2020 00:00:00,4,1,DUS,PMI,9580,2020-11-26 11:15:00,63821878,371890210,"90,99"
29/09/2020 00:00:00,4,1,CGN,BER,8051,2020-11-26 08:30:00,1235254470,371719882,"63,78"
02/07/2020 00:00:00,4,1,AMS,HAM,7185,2020-07-31 20:15:00,-678554196,366818076,"29,99"
19/11/2020 00:00:00,6,9,BER,CGN,25,2020-11-24 09:10:00,-1995580200,372112025,"182,41"
26/11/2020 00:00:00,9,1,DTM,MUC,4062,2020-11-26 18:30:00,1503826585,372317563,"176,72"
11/11/2020 00:00:00,6,9,LHR,STR,2465,2020-11-22 18:35:00,-1603716420,371967382,"54,02"
25/11/2020 00:00:00,6,9,DUS,LPA,9542,2020-11-26 10:50:00,-2011637393,372268152,"304,15"
13/11/2020 00:00:00,4,1,BER,STR,2005,2020-11-26 20:30:00,-1872309691,372001909,"112,06"
01/10/2020 00:00:00,4,1,MUC,DUS,9091,2020-11-26 19:25:00,1969234507,371492890,"47,41"
11/11/2020 00:00:00,4,1,CGN,BER,20,2020-11-26 18:05:00,-1243986274,371960960,"128,44"
19/02/2020 00:00:00,3,6,TXL,STR,2003,2020-03-20 08:05:00,-1453165197,361217396,"19,3"
18/11/2020 00:00:00,6,9,HAM,DUS,9031,2020-11-26 08:35:00,1679497081,372095446,"147,06"
27/08/2020 00:00:00,4,1,STR,HAM,2044,2020-09-10 06:25:00,-1689436041,369678245,"56,17"
03/10/2020 00:00:00,4,1,BER,CGN,21,2020-11-26 19:50:00,2041804998,370952523,"54,97"
20/11/2020 00:00:00,4,1,MXP,DUS,9827,2020-11-24 09:15:00,-1587431911,372165878,"204,99"
27/10/2020 00:00:00,4,1,BER,CGN,21,2020-11-26 19:50:00,-28950024,371973319,"219,82"
12/11/2020 00:00:00,7,3,STR,AJR,5598,2020-11-23 10:55:00,271743986,371988145,"206,83"
23/11/2020 00:00:00,6,9,DUS,MXP,9820,2020-11-26 18:10:00,951039690,372207549,"324,99"
