BookingDate,DistributionChannelId,CustomerGroupId,Origin,Destination,FlightNumber,FlightDate,BookingId,SegmentId,Revenue
04/09/2020 00:00:00,3,6,SKG,HAM,7659,2020-10-10 17:55:00,1446292567,369969278,"99,99"
25/11/2020 00:00:00,3,6,DUS,MXP,9820,2020-11-26 18:10:00,-1369396725,372286469,"25,71"
20/11/2020 00:00:00,4,1,DUS,LHR,9462,2020-11-26 18:10:00,503609545,372178501,"277,99"
26/11/2020 00:00:00,10,8,FAO,DUS,9643,2021-03-17 17:30:00,1484634814,372291287,"103,0"
23/11/2020 00:00:00,3,6,HAM,STR,7072,2020-11-26 13:55:00,-2060929661,372207983,"99,99"
21/05/2020 00:00:00,4,1,CGN,PMI,578,2020-07-06 18:05:00,-1063547095,365776897,"96,99"
22/11/2020 00:00:00,10,8,PMI,STR,2583,2020-11-26 12:45:00,763703974,372190281,"60,0"
06/11/2020 00:00:00,4,1,HAM,LHR,7460,2020-11-26 12:35:00,1599547846,372164337,"169,8"
17/11/2020 00:00:00,6,9,DTM,MUC,4062,2020-11-26 18:30:00,301437910,372061067,"142,23"
28/10/2020 00:00:00,3,6,TFS,DUS,9559,2020-11-25 16:30:00,-2079933210,371715224,"74,6"
15/11/2020 00:00:00,3,6,FUE,DUS,9553,2020-11-26 11:50:00,1090329359,372017004,"175,82"
08/03/2020 00:00:00,4,1,PMI,DUS,9581,2020-11-26 14:25:00,-1308392461,361169307,"144,99"
19/10/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,-1774220739,371490718,"112,99"
02/11/2020 00:00:00,4,1,STR,PMI,2582,2020-11-26 10:00:00,880198084,371823570,"58,99"
25/10/2020 00:00:00,9,1,STR,HAM,2090,2020-11-26 14:55:00,993524696,372180371,"169,23"
20/10/2020 00:00:00,4,1,BER,DUS,8046,2020-11-26 18:35:00,1997491164,371726510,"38,78"
19/11/2020 00:00:00,6,9,DUS,MUC,9080,2020-11-26 06:40:00,-125125770,372114151,"159,47"
16/11/2020 00:00:00,9,1,DUS,PMI,9580,2020-11-26 11:15:00,429488676,372026733,"134,99"
20/11/2020 00:00:00,4,1,DUS,LHR,9462,2020-11-22 18:10:00,-1348794070,372178859,"84,99"
27/11/2019 00:00:00,7,3,DUS,BLQ,9834,2020-09-02 14:00:00,-947641031,368578482,"102,99"
23/11/2020 00:00:00,3,0,BER,CGN,7,2020-11-26 17:10:00,1670982404,372196925,"122,88"
18/08/2020 00:00:00,2,1,SKG,HAM,7659,2020-09-05 10:25:00,-294091811,369318446,"190,0"
19/11/2020 00:00:00,7,1,DUS,PMI,9580,2020-11-26 11:15:00,1786087890,372147513,"153,74"
02/11/2020 00:00:00,3,6,BER,CGN,21,2020-11-26 19:50:00,-641477071,371818514,"68,95"
29/09/2020 00:00:00,10,8,HAM,SKG,7658,2020-10-03 13:30:00,1238055070,370795626,"172,9"
16/11/2020 00:00:00,3,0,HAM,STR,7048,2020-11-26 18:50:00,-1597459793,372027647,"266,37"
26/11/2020 00:00:00,4,1,LPA,DUS,9543,2020-11-26 15:25:00,2048033028,372303611,"72,24"
17/11/2020 00:00:00,5,0,DUS,LHR,9462,2020-11-23 18:10:00,1711969066,372073635,"132,99"
23/11/2020 00:00:00,3,0,BER,CGN,7,2020-11-26 17:10:00,1670982404,372196927,"122,88"
21/11/2020 00:00:00,8,5,STR,BRE,2034,2020-11-26 18:50:00,1283713747,372185940,"33,06"
12/10/2020 00:00:00,4,1,HAM,STR,7048,2020-11-26 18:50:00,-482496073,371266828,"128,44"
08/11/2020 00:00:00,9,1,BER,DUS,9043,2020-11-26 16:25:00,-634750692,371909168,"154,3"
10/11/2020 00:00:00,3,8,FUE,DUS,9553,2020-11-26 11:50:00,-766645293,371944734,"134,0"
23/11/2020 00:00:00,4,1,STR,BER,8001,2020-11-26 08:15:00,130812129,372196795,"172,41"
24/02/2020 00:00:00,4,1,NAP,DUS,9861,2020-10-04 10:30:00,-721391346,359805653,"132,52"
08/11/2020 00:00:00,9,1,CGN,BER,8055,2020-11-23 19:25:00,2121209653,371906122,"34,47"
18/11/2020 00:00:00,6,9,MUC,CGN,87,2020-11-26 20:40:00,192730840,372090275,"143,61"
16/11/2020 00:00:00,3,0,MUC,DUS,9081,2020-11-23 08:35:00,1009545405,372026793,"223,27"
10/10/2020 00:00:00,4,1,DUS,CTA,9814,2020-10-31 12:50:00,-437935417,371207040,"83,99"
16/11/2020 00:00:00,6,9,PMI,DUS,9581,2020-11-26 14:25:00,-2022026284,372024825,"204,99"
25/11/2020 00:00:00,4,1,HAM,STR,7072,2020-11-26 13:55:00,1827763216,372285981,"142,23"
14/09/2020 00:00:00,4,1,VIE,STR,2759,2020-09-17 08:40:00,73251161,370299460,"32,76"
08/11/2020 00:00:00,4,1,PMI,STR,2583,2020-11-26 12:45:00,-861047937,371910433,"81,99"
18/11/2020 00:00:00,4,1,DUS,BER,9042,2020-11-26 14:30:00,-2007978283,372103378,"172,41"
25/11/2020 00:00:00,4,1,DRS,DUS,9023,2020-11-26 20:10:00,-124274156,372261804,"176,72"
19/11/2020 00:00:00,4,1,DUS,BER,8047,2020-11-24 20:30:00,-1983165678,372148226,"125,1"
23/11/2020 00:00:00,4,1,FUE,DUS,9553,2020-11-26 11:50:00,314858871,372199971,"109,99"
20/11/2020 00:00:00,7,3,DUS,LPA,9542,2020-11-26 10:50:00,544522498,372159682,"87,9"
07/10/2020 00:00:00,6,9,ZRH,HAM,7765,2020-10-19 20:40:00,683376425,371088384,"301,61"
30/10/2020 00:00:00,4,1,LHR,HAM,7461,2020-11-26 14:05:00,-795951577,371775728,"148,06"
16/10/2020 00:00:00,4,1,CGN,BER,8051,2020-11-26 08:30:00,749084723,371457968,"30,16"
16/11/2020 00:00:00,6,9,DUS,MUC,9080,2020-11-26 06:40:00,-928426565,372053886,"290,16"
21/02/2020 00:00:00,4,1,TXL,STR,2003,2020-03-20 08:05:00,-262460661,362132862,"54,89"
15/11/2020 00:00:00,9,1,HAM,FUE,7526,2020-11-22 07:00:00,695596895,372018035,"84,99"
08/09/2020 00:00:00,9,1,DUS,TXL,8047,2020-09-10 20:30:00,326766373,370125764,"116,37"
22/11/2020 00:00:00,10,8,PMI,STR,2583,2020-11-26 12:45:00,967874510,372190285,"115,0"
04/09/2020 00:00:00,3,6,STR,HAM,2048,2020-11-22 18:55:00,-1059801694,369965880,"56,03"
12/11/2020 00:00:00,7,3,STR,AJR,5598,2020-11-23 10:55:00,271743986,371988149,"206,83"
20/11/2020 00:00:00,6,9,BER,STR,8006,2020-11-26 18:40:00,-996362361,372159742,"182,41"
23/11/2020 00:00:00,4,1,BER,CGN,8050,2020-11-26 06:40:00,-2127794957,372204429,"137,92"
06/03/2020 00:00:00,4,1,HAM,VIE,7752,2020-10-28 06:50:00,511601338,371093144,"74,99"
25/11/2020 00:00:00,9,1,BER,DUS,9049,2020-11-26 08:10:00,-1010455632,372270379,"275,85"
16/11/2020 00:00:00,6,9,BER,CGN,8050,2020-11-26 06:40:00,1186780657,372056616,"327,58"
18/11/2020 00:00:00,5,0,DUS,LPA,9542,2020-11-26 10:50:00,-363000615,372095082,"204,15"
16/11/2020 00:00:00,3,0,STR,HAM,7073,2020-11-26 15:50:00,2061035709,372026434,"266,37"
16/10/2020 00:00:00,9,1,DUS,PMI,9584,2020-11-14 13:00:00,-166740764,371457643,"78,99"
25/11/2020 00:00:00,3,6,FUE,DUS,9553,2020-11-26 11:50:00,-1104425493,372284777,"84,99"
22/11/2020 00:00:00,10,8,FUE,DUS,9553,2020-11-26 11:50:00,481491080,372189898,"135,0"
28/09/2020 00:00:00,10,8,HAM,PMI,7580,2020-10-02 11:30:00,-1069462155,370745641,"132,9"
17/02/2020 00:00:00,3,9,TXL,STR,2003,2020-03-20 08:05:00,970142800,362132861,"118,39"
19/11/2020 00:00:00,5,0,BER,CGN,9,2020-11-26 15:15:00,-2007169676,372118324,"224,13"
06/11/2020 00:00:00,3,0,DUS,HAM,9030,2020-11-23 07:00:00,-1464211914,371893435,"119,82"
31/01/2020 00:00:00,3,9,DUS,TXL,8047,2020-10-29 20:30:00,-1652201005,356938086,"60,11"
13/11/2020 00:00:00,9,1,CGN,HAM,30,2020-11-26 16:00:00,1581606915,372003736,"133,61"
20/11/2020 00:00:00,4,1,CGN,BER,8071,2020-11-23 15:50:00,929913891,372164126,"162,92"
31/01/2020 00:00:00,3,9,TXL,DUS,8042,2020-10-25 15:00:00,-1652201005,356938085,"94,6"
05/09/2020 00:00:00,6,9,LHR,STR,2465,2020-11-26 18:35:00,-93507061,371987166,"183,13"
20/11/2020 00:00:00,6,9,DUS,BER,8047,2020-11-23 19:30:00,626813679,372159528,"147,92"
